date,consumption_gwh,slp_gwh,rlm_gwh,status,source
2022-06-12,1216.979,275.122,941.857,final,Trading Hub Europe AggregatedConsumptionData
2022-06-13,1516.031,314.726,1201.305,final,Trading Hub Europe AggregatedConsumptionData
2022-06-14,1613.983,324.825,1289.159,final,Trading Hub Europe AggregatedConsumptionData
2022-06-15,1508.076,285.365,1222.710,final,Trading Hub Europe AggregatedConsumptionData
2022-06-16,1280.378,268.046,1012.333,final,Trading Hub Europe AggregatedConsumptionData
2022-06-17,1242.530,238.640,1003.890,final,Trading Hub Europe AggregatedConsumptionData
2022-06-18,1027.005,195.063,831.942,final,Trading Hub Europe AggregatedConsumptionData
2022-06-19,1090.794,204.888,885.906,final,Trading Hub Europe AggregatedConsumptionData
2022-06-20,1436.106,244.467,1191.640,final,Trading Hub Europe AggregatedConsumptionData
2022-06-21,1484.850,259.550,1225.300,final,Trading Hub Europe AggregatedConsumptionData
2022-06-22,1512.369,252.802,1259.567,final,Trading Hub Europe AggregatedConsumptionData
2022-06-23,1379.030,223.013,1156.017,final,Trading Hub Europe AggregatedConsumptionData
2022-06-24,1330.900,219.975,1110.925,final,Trading Hub Europe AggregatedConsumptionData
2022-06-25,1065.936,204.743,861.193,final,Trading Hub Europe AggregatedConsumptionData
2022-06-26,1119.275,205.173,914.102,final,Trading Hub Europe AggregatedConsumptionData
2022-06-27,1402.503,216.345,1186.157,final,Trading Hub Europe AggregatedConsumptionData
2022-06-28,1399.026,228.039,1170.987,final,Trading Hub Europe AggregatedConsumptionData
2022-06-29,1454.851,233.477,1221.374,final,Trading Hub Europe AggregatedConsumptionData
2022-06-30,1394.208,211.463,1182.745,final,Trading Hub Europe AggregatedConsumptionData
2022-07-01,1328.681,240.581,1088.100,final,Trading Hub Europe AggregatedConsumptionData
2022-07-02,1094.971,233.364,861.607,final,Trading Hub Europe AggregatedConsumptionData
2022-07-03,1088.559,226.026,862.533,final,Trading Hub Europe AggregatedConsumptionData
2022-07-04,1327.225,236.322,1090.902,final,Trading Hub Europe AggregatedConsumptionData
2022-07-05,1344.786,242.180,1102.606,final,Trading Hub Europe AggregatedConsumptionData
2022-07-06,1342.950,266.480,1076.471,final,Trading Hub Europe AggregatedConsumptionData
2022-07-07,1361.616,292.243,1069.373,final,Trading Hub Europe AggregatedConsumptionData
2022-07-08,1320.012,294.131,1025.882,final,Trading Hub Europe AggregatedConsumptionData
2022-07-09,1130.603,288.188,842.415,final,Trading Hub Europe AggregatedConsumptionData
2022-07-10,1180.655,307.223,873.432,final,Trading Hub Europe AggregatedConsumptionData
2022-07-11,1479.921,291.791,1188.130,final,Trading Hub Europe AggregatedConsumptionData
2022-07-12,1398.597,248.901,1149.696,final,Trading Hub Europe AggregatedConsumptionData
2022-07-13,1328.739,219.182,1109.556,final,Trading Hub Europe AggregatedConsumptionData
2022-07-14,1288.337,221.534,1066.802,final,Trading Hub Europe AggregatedConsumptionData
2022-07-15,1281.882,243.203,1038.679,final,Trading Hub Europe AggregatedConsumptionData
2022-07-16,1068.604,253.112,815.492,final,Trading Hub Europe AggregatedConsumptionData
2022-07-17,1130.956,247.498,883.459,final,Trading Hub Europe AggregatedConsumptionData
2022-07-18,1374.581,213.377,1161.205,final,Trading Hub Europe AggregatedConsumptionData
2022-07-19,1272.351,180.563,1091.788,final,Trading Hub Europe AggregatedConsumptionData
2022-07-20,1257.254,168.250,1089.004,final,Trading Hub Europe AggregatedConsumptionData
2022-07-21,1366.509,179.284,1187.225,final,Trading Hub Europe AggregatedConsumptionData
2022-07-22,1315.813,189.159,1126.654,final,Trading Hub Europe AggregatedConsumptionData
2022-07-23,1072.476,202.716,869.759,final,Trading Hub Europe AggregatedConsumptionData
2022-07-24,1031.861,196.394,835.467,final,Trading Hub Europe AggregatedConsumptionData
2022-07-25,1153.658,186.802,966.856,final,Trading Hub Europe AggregatedConsumptionData
2022-07-26,1315.209,203.527,1111.682,final,Trading Hub Europe AggregatedConsumptionData
2022-07-27,1324.247,231.046,1093.202,final,Trading Hub Europe AggregatedConsumptionData
2022-07-28,1289.011,237.422,1051.589,final,Trading Hub Europe AggregatedConsumptionData
2022-07-29,1240.798,231.873,1008.924,final,Trading Hub Europe AggregatedConsumptionData
2022-07-30,1001.751,219.714,782.036,final,Trading Hub Europe AggregatedConsumptionData
2022-07-31,988.601,208.699,779.902,final,Trading Hub Europe AggregatedConsumptionData
2022-08-01,1238.520,210.420,1028.100,final,Trading Hub Europe AggregatedConsumptionData
2022-08-02,1166.896,200.569,966.327,final,Trading Hub Europe AggregatedConsumptionData
2022-08-03,1173.153,181.180,991.973,final,Trading Hub Europe AggregatedConsumptionData
2022-08-04,1179.903,170.098,1009.805,final,Trading Hub Europe AggregatedConsumptionData
2022-08-05,1092.446,181.169,911.276,final,Trading Hub Europe AggregatedConsumptionData
2022-08-06,967.100,207.455,759.646,final,Trading Hub Europe AggregatedConsumptionData
2022-08-07,992.846,226.956,765.890,final,Trading Hub Europe AggregatedConsumptionData
2022-08-08,1162.893,233.533,929.360,final,Trading Hub Europe AggregatedConsumptionData
2022-08-09,1157.184,218.611,938.572,final,Trading Hub Europe AggregatedConsumptionData
2022-08-10,1158.002,205.075,952.927,final,Trading Hub Europe AggregatedConsumptionData
2022-08-11,1174.030,193.455,980.575,final,Trading Hub Europe AggregatedConsumptionData
2022-08-12,1121.033,187.875,933.158,final,Trading Hub Europe AggregatedConsumptionData
2022-08-13,939.216,177.633,761.583,final,Trading Hub Europe AggregatedConsumptionData
2022-08-14,906.193,174.596,731.597,final,Trading Hub Europe AggregatedConsumptionData
2022-08-15,1182.138,179.696,1002.443,final,Trading Hub Europe AggregatedConsumptionData
2022-08-16,1285.045,177.378,1107.667,final,Trading Hub Europe AggregatedConsumptionData
2022-08-17,1317.761,179.462,1138.299,final,Trading Hub Europe AggregatedConsumptionData
2022-08-18,1322.056,187.481,1134.576,final,Trading Hub Europe AggregatedConsumptionData
2022-08-19,1247.784,195.483,1052.301,final,Trading Hub Europe AggregatedConsumptionData
2022-08-20,974.210,207.960,766.250,final,Trading Hub Europe AggregatedConsumptionData
2022-08-21,1072.189,215.959,856.230,final,Trading Hub Europe AggregatedConsumptionData
2022-08-22,1348.594,220.849,1127.745,final,Trading Hub Europe AggregatedConsumptionData
2022-08-23,1323.857,210.812,1113.046,final,Trading Hub Europe AggregatedConsumptionData
2022-08-24,1320.099,196.906,1123.193,final,Trading Hub Europe AggregatedConsumptionData
2022-08-25,1278.188,186.494,1091.693,final,Trading Hub Europe AggregatedConsumptionData
2022-08-26,1275.077,186.739,1088.338,final,Trading Hub Europe AggregatedConsumptionData
2022-08-27,1034.321,201.324,832.997,final,Trading Hub Europe AggregatedConsumptionData
2022-08-28,1006.109,226.593,779.516,final,Trading Hub Europe AggregatedConsumptionData
2022-08-29,1334.817,249.053,1085.764,final,Trading Hub Europe AggregatedConsumptionData
2022-08-30,1335.895,249.650,1086.245,final,Trading Hub Europe AggregatedConsumptionData
2022-08-31,1394.895,259.609,1135.287,final,Trading Hub Europe AggregatedConsumptionData
2022-09-01,1388.505,268.144,1120.361,final,Trading Hub Europe AggregatedConsumptionData
2022-09-02,1225.990,270.957,955.033,final,Trading Hub Europe AggregatedConsumptionData
2022-09-03,1018.258,273.764,744.494,final,Trading Hub Europe AggregatedConsumptionData
2022-09-04,1028.761,249.406,779.355,final,Trading Hub Europe AggregatedConsumptionData
2022-09-05,1200.986,231.591,969.395,final,Trading Hub Europe AggregatedConsumptionData
2022-09-06,1257.430,226.225,1031.204,final,Trading Hub Europe AggregatedConsumptionData
2022-09-07,1320.389,223.998,1096.390,final,Trading Hub Europe AggregatedConsumptionData
2022-09-08,1300.083,258.980,1041.103,final,Trading Hub Europe AggregatedConsumptionData
2022-09-09,1278.143,291.231,986.912,final,Trading Hub Europe AggregatedConsumptionData
2022-09-10,1181.766,332.395,849.371,final,Trading Hub Europe AggregatedConsumptionData
2022-09-11,1232.721,344.241,888.480,final,Trading Hub Europe AggregatedConsumptionData
2022-09-12,1436.689,338.489,1098.200,final,Trading Hub Europe AggregatedConsumptionData
2022-09-13,1419.778,315.904,1103.874,final,Trading Hub Europe AggregatedConsumptionData
2022-09-14,1460.465,320.418,1140.048,final,Trading Hub Europe AggregatedConsumptionData
2022-09-15,1393.215,361.195,1032.020,final,Trading Hub Europe AggregatedConsumptionData
2022-09-16,1464.274,467.448,996.826,final,Trading Hub Europe AggregatedConsumptionData
2022-09-17,1439.197,584.436,854.761,final,Trading Hub Europe AggregatedConsumptionData
2022-09-18,1580.788,691.484,889.304,final,Trading Hub Europe AggregatedConsumptionData
2022-09-19,1854.893,729.029,1125.864,final,Trading Hub Europe AggregatedConsumptionData
2022-09-20,2082.075,766.581,1315.494,final,Trading Hub Europe AggregatedConsumptionData
2022-09-21,2083.595,774.537,1309.058,final,Trading Hub Europe AggregatedConsumptionData
2022-09-22,2022.694,766.047,1256.646,final,Trading Hub Europe AggregatedConsumptionData
2022-09-23,1920.281,708.676,1211.605,final,Trading Hub Europe AggregatedConsumptionData
2022-09-24,1581.334,655.122,926.212,final,Trading Hub Europe AggregatedConsumptionData
2022-09-25,1597.268,662.418,934.850,final,Trading Hub Europe AggregatedConsumptionData
2022-09-26,1843.283,728.889,1114.394,final,Trading Hub Europe AggregatedConsumptionData
2022-09-27,2080.198,830.100,1250.098,final,Trading Hub Europe AggregatedConsumptionData
2022-09-28,2261.092,932.118,1328.973,final,Trading Hub Europe AggregatedConsumptionData
2022-09-29,2317.985,988.357,1329.628,final,Trading Hub Europe AggregatedConsumptionData
2022-09-30,2082.810,941.864,1140.946,final,Trading Hub Europe AggregatedConsumptionData
2022-10-01,1725.785,818.180,907.605,final,Trading Hub Europe AggregatedConsumptionData
2022-10-02,1586.225,721.208,865.017,final,Trading Hub Europe AggregatedConsumptionData
2022-10-03,1678.382,728.122,950.259,final,Trading Hub Europe AggregatedConsumptionData
2022-10-04,1844.566,726.485,1118.081,final,Trading Hub Europe AggregatedConsumptionData
2022-10-05,1648.905,604.881,1044.024,final,Trading Hub Europe AggregatedConsumptionData
2022-10-06,1695.186,601.999,1093.187,final,Trading Hub Europe AggregatedConsumptionData
2022-10-07,1698.530,638.441,1060.089,final,Trading Hub Europe AggregatedConsumptionData
2022-10-08,1623.716,687.994,935.722,final,Trading Hub Europe AggregatedConsumptionData
2022-10-09,1719.447,773.634,945.814,final,Trading Hub Europe AggregatedConsumptionData
2022-10-10,1913.288,763.378,1149.910,final,Trading Hub Europe AggregatedConsumptionData
2022-10-11,2170.480,816.443,1354.037,final,Trading Hub Europe AggregatedConsumptionData
2022-10-12,2195.670,842.659,1353.011,final,Trading Hub Europe AggregatedConsumptionData
2022-10-13,2188.553,825.126,1363.427,final,Trading Hub Europe AggregatedConsumptionData
2022-10-14,1993.866,736.595,1257.271,final,Trading Hub Europe AggregatedConsumptionData
2022-10-15,1518.322,616.362,901.960,final,Trading Hub Europe AggregatedConsumptionData
2022-10-16,1482.770,564.761,918.009,final,Trading Hub Europe AggregatedConsumptionData
2022-10-17,1708.623,490.670,1217.954,final,Trading Hub Europe AggregatedConsumptionData
2022-10-18,1846.777,518.354,1328.423,final,Trading Hub Europe AggregatedConsumptionData
2022-10-19,2049.363,662.689,1386.673,final,Trading Hub Europe AggregatedConsumptionData
2022-10-20,2011.815,734.157,1277.658,final,Trading Hub Europe AggregatedConsumptionData
2022-10-21,1979.321,655.982,1323.339,final,Trading Hub Europe AggregatedConsumptionData
2022-10-22,1681.132,621.721,1059.411,final,Trading Hub Europe AggregatedConsumptionData
2022-10-23,1569.472,592.991,976.481,final,Trading Hub Europe AggregatedConsumptionData
2022-10-24,1747.557,552.443,1195.114,final,Trading Hub Europe AggregatedConsumptionData
2022-10-25,1979.966,618.207,1361.758,final,Trading Hub Europe AggregatedConsumptionData
2022-10-26,1959.307,636.094,1323.213,final,Trading Hub Europe AggregatedConsumptionData
2022-10-27,1806.030,602.181,1203.850,final,Trading Hub Europe AggregatedConsumptionData
2022-10-28,1635.806,514.489,1121.316,final,Trading Hub Europe AggregatedConsumptionData
2022-10-29,1518.506,502.218,1016.288,final,Trading Hub Europe AggregatedConsumptionData
2022-10-30,1514.297,491.470,1022.827,final,Trading Hub Europe AggregatedConsumptionData
2022-10-31,1691.325,559.323,1132.002,final,Trading Hub Europe AggregatedConsumptionData
2022-11-01,1659.549,612.783,1046.766,final,Trading Hub Europe AggregatedConsumptionData
2022-11-02,2035.370,765.347,1270.023,final,Trading Hub Europe AggregatedConsumptionData
2022-11-03,2157.332,842.305,1315.027,final,Trading Hub Europe AggregatedConsumptionData
2022-11-04,2281.709,950.141,1331.569,final,Trading Hub Europe AggregatedConsumptionData
2022-11-05,2180.664,1084.318,1096.346,final,Trading Hub Europe AggregatedConsumptionData
2022-11-06,2208.753,1140.672,1068.080,final,Trading Hub Europe AggregatedConsumptionData
2022-11-07,2247.871,1018.196,1229.675,final,Trading Hub Europe AggregatedConsumptionData
2022-11-08,2144.430,915.844,1228.586,final,Trading Hub Europe AggregatedConsumptionData
2022-11-09,2099.930,869.982,1229.948,final,Trading Hub Europe AggregatedConsumptionData
2022-11-10,2153.105,914.456,1238.649,final,Trading Hub Europe AggregatedConsumptionData
2022-11-11,2277.405,1007.656,1269.749,final,Trading Hub Europe AggregatedConsumptionData
2022-11-12,2283.980,1128.812,1155.168,final,Trading Hub Europe AggregatedConsumptionData
2022-11-13,2421.953,1242.189,1179.764,final,Trading Hub Europe AggregatedConsumptionData
2022-11-14,2763.019,1293.478,1469.541,final,Trading Hub Europe AggregatedConsumptionData
2022-11-15,2563.564,1209.148,1354.416,final,Trading Hub Europe AggregatedConsumptionData
2022-11-16,2579.794,1214.288,1365.507,final,Trading Hub Europe AggregatedConsumptionData
2022-11-17,2617.953,1224.553,1393.400,final,Trading Hub Europe AggregatedConsumptionData
2022-11-18,2940.875,1446.652,1494.223,final,Trading Hub Europe AggregatedConsumptionData
2022-11-19,3116.578,1748.140,1368.439,final,Trading Hub Europe AggregatedConsumptionData
2022-11-20,3239.191,1893.753,1345.438,final,Trading Hub Europe AggregatedConsumptionData
2022-11-21,3566.849,1919.319,1647.531,final,Trading Hub Europe AggregatedConsumptionData
2022-11-22,3421.691,1844.574,1577.116,final,Trading Hub Europe AggregatedConsumptionData
2022-11-23,3163.429,1653.989,1509.440,final,Trading Hub Europe AggregatedConsumptionData
2022-11-24,3099.470,1539.881,1559.589,final,Trading Hub Europe AggregatedConsumptionData
2022-11-25,3027.812,1518.289,1509.523,final,Trading Hub Europe AggregatedConsumptionData
2022-11-26,2776.786,1508.920,1267.866,final,Trading Hub Europe AggregatedConsumptionData
2022-11-27,2857.674,1605.181,1252.493,final,Trading Hub Europe AggregatedConsumptionData
2022-11-28,3360.935,1646.692,1714.243,final,Trading Hub Europe AggregatedConsumptionData
2022-11-29,3462.576,1632.544,1830.032,final,Trading Hub Europe AggregatedConsumptionData
2022-11-30,3533.225,1661.925,1871.300,final,Trading Hub Europe AggregatedConsumptionData
2022-12-01,3711.870,1779.125,1932.745,final,Trading Hub Europe AggregatedConsumptionData
2022-12-02,3716.508,1920.576,1795.931,final,Trading Hub Europe AggregatedConsumptionData
2022-12-03,3655.314,2035.585,1619.729,final,Trading Hub Europe AggregatedConsumptionData
2022-12-04,3593.934,2052.550,1541.384,final,Trading Hub Europe AggregatedConsumptionData
2022-12-05,3927.495,2026.598,1900.897,final,Trading Hub Europe AggregatedConsumptionData
2022-12-06,3901.335,2003.768,1897.567,final,Trading Hub Europe AggregatedConsumptionData
2022-12-07,3903.472,2026.080,1877.392,final,Trading Hub Europe AggregatedConsumptionData
2022-12-08,4038.883,2073.146,1965.736,final,Trading Hub Europe AggregatedConsumptionData
2022-12-09,4116.526,2174.270,1942.256,final,Trading Hub Europe AggregatedConsumptionData
2022-12-10,3988.391,2236.222,1752.170,final,Trading Hub Europe AggregatedConsumptionData
2022-12-11,4175.831,2370.886,1804.945,final,Trading Hub Europe AggregatedConsumptionData
2022-12-12,4653.812,2513.022,2140.790,final,Trading Hub Europe AggregatedConsumptionData
2022-12-13,4773.892,2600.600,2173.292,final,Trading Hub Europe AggregatedConsumptionData
2022-12-14,4802.420,2618.559,2183.861,final,Trading Hub Europe AggregatedConsumptionData
2022-12-15,4807.874,2640.020,2167.854,final,Trading Hub Europe AggregatedConsumptionData
2022-12-16,4789.452,2683.274,2106.178,final,Trading Hub Europe AggregatedConsumptionData
2022-12-17,4513.130,2699.598,1813.533,final,Trading Hub Europe AggregatedConsumptionData
2022-12-18,4361.854,2677.758,1684.095,final,Trading Hub Europe AggregatedConsumptionData
2022-12-19,4074.478,2366.054,1708.424,final,Trading Hub Europe AggregatedConsumptionData
2022-12-20,3533.688,1989.285,1544.403,final,Trading Hub Europe AggregatedConsumptionData
2022-12-21,3129.829,1727.701,1402.128,final,Trading Hub Europe AggregatedConsumptionData
2022-12-22,2752.635,1473.107,1279.527,final,Trading Hub Europe AggregatedConsumptionData
2022-12-23,2525.890,1373.588,1152.301,final,Trading Hub Europe AggregatedConsumptionData
2022-12-24,2290.467,1310.407,980.060,final,Trading Hub Europe AggregatedConsumptionData
2022-12-25,2241.740,1306.168,935.571,final,Trading Hub Europe AggregatedConsumptionData
2022-12-26,2295.999,1317.839,978.160,final,Trading Hub Europe AggregatedConsumptionData
2022-12-27,2730.621,1575.207,1155.414,final,Trading Hub Europe AggregatedConsumptionData
2022-12-28,2621.852,1523.994,1097.857,final,Trading Hub Europe AggregatedConsumptionData
2022-12-29,2429.031,1407.187,1021.844,final,Trading Hub Europe AggregatedConsumptionData
2022-12-30,2353.391,1360.625,992.766,final,Trading Hub Europe AggregatedConsumptionData
2022-12-31,1793.512,984.991,808.521,final,Trading Hub Europe AggregatedConsumptionData
2023-01-01,1790.090,940.801,849.290,final,Trading Hub Europe AggregatedConsumptionData
2023-01-02,2153.644,1006.839,1146.804,final,Trading Hub Europe AggregatedConsumptionData
2023-01-03,2529.078,1223.023,1306.055,final,Trading Hub Europe AggregatedConsumptionData
2023-01-04,2485.325,1252.642,1232.683,final,Trading Hub Europe AggregatedConsumptionData
2023-01-05,2562.283,1266.681,1295.602,final,Trading Hub Europe AggregatedConsumptionData
2023-01-06,2459.374,1250.692,1208.683,final,Trading Hub Europe AggregatedConsumptionData
2023-01-07,2342.230,1264.946,1077.283,final,Trading Hub Europe AggregatedConsumptionData
2023-01-08,2448.560,1309.109,1139.451,final,Trading Hub Europe AggregatedConsumptionData
2023-01-09,2910.999,1451.489,1459.511,final,Trading Hub Europe AggregatedConsumptionData
2023-01-10,3004.876,1531.597,1473.279,final,Trading Hub Europe AggregatedConsumptionData
2023-01-11,2896.807,1469.724,1427.083,final,Trading Hub Europe AggregatedConsumptionData
2023-01-12,2770.795,1391.976,1378.820,final,Trading Hub Europe AggregatedConsumptionData
2023-01-13,2770.019,1378.583,1391.436,final,Trading Hub Europe AggregatedConsumptionData
2023-01-14,2561.473,1358.436,1203.037,final,Trading Hub Europe AggregatedConsumptionData
2023-01-15,2744.467,1472.404,1272.063,final,Trading Hub Europe AggregatedConsumptionData
2023-01-16,3330.048,1701.488,1628.560,final,Trading Hub Europe AggregatedConsumptionData
2023-01-17,3773.280,1942.514,1830.766,final,Trading Hub Europe AggregatedConsumptionData
2023-01-18,4087.888,2161.204,1926.684,final,Trading Hub Europe AggregatedConsumptionData
2023-01-19,4206.757,2223.809,1982.949,final,Trading Hub Europe AggregatedConsumptionData
2023-01-20,4253.991,2299.993,1953.997,final,Trading Hub Europe AggregatedConsumptionData
2023-01-21,3958.241,2304.181,1654.060,final,Trading Hub Europe AggregatedConsumptionData
2023-01-22,3991.834,2282.759,1709.076,final,Trading Hub Europe AggregatedConsumptionData
2023-01-23,4337.681,2262.098,2075.583,final,Trading Hub Europe AggregatedConsumptionData
2023-01-24,4295.491,2215.241,2080.250,final,Trading Hub Europe AggregatedConsumptionData
2023-01-25,4375.088,2220.079,2155.010,final,Trading Hub Europe AggregatedConsumptionData
2023-01-26,4314.593,2206.238,2108.355,final,Trading Hub Europe AggregatedConsumptionData
2023-01-27,4230.943,2224.249,2006.694,final,Trading Hub Europe AggregatedConsumptionData
2023-01-28,4024.069,2260.568,1763.501,final,Trading Hub Europe AggregatedConsumptionData
2023-01-29,3879.159,2215.359,1663.800,final,Trading Hub Europe AggregatedConsumptionData
2023-01-30,3891.943,2076.029,1815.913,final,Trading Hub Europe AggregatedConsumptionData
2023-01-31,3804.129,1992.594,1811.535,final,Trading Hub Europe AggregatedConsumptionData
2023-02-01,3610.369,1882.789,1727.580,final,Trading Hub Europe AggregatedConsumptionData
2023-02-02,3539.607,1782.464,1757.143,final,Trading Hub Europe AggregatedConsumptionData
2023-02-03,3220.563,1623.169,1597.394,final,Trading Hub Europe AggregatedConsumptionData
2023-02-04,3180.387,1647.856,1532.530,final,Trading Hub Europe AggregatedConsumptionData
2023-02-05,3418.506,1861.707,1556.799,final,Trading Hub Europe AggregatedConsumptionData
2023-02-06,4132.073,2064.815,2067.258,final,Trading Hub Europe AggregatedConsumptionData
2023-02-07,4384.141,2266.629,2117.513,final,Trading Hub Europe AggregatedConsumptionData
2023-02-08,4346.892,2345.170,2001.722,final,Trading Hub Europe AggregatedConsumptionData
2023-02-09,4358.700,2364.462,1994.238,final,Trading Hub Europe AggregatedConsumptionData
2023-02-10,3994.990,2224.277,1770.713,final,Trading Hub Europe AggregatedConsumptionData
2023-02-11,3382.233,1936.401,1445.832,final,Trading Hub Europe AggregatedConsumptionData
2023-02-12,3234.846,1752.458,1482.388,final,Trading Hub Europe AggregatedConsumptionData
2023-02-13,3563.484,1722.968,1840.516,final,Trading Hub Europe AggregatedConsumptionData
2023-02-14,3608.637,1744.465,1864.172,final,Trading Hub Europe AggregatedConsumptionData
2023-02-15,3478.905,1704.952,1773.953,final,Trading Hub Europe AggregatedConsumptionData
2023-02-16,3213.529,1645.545,1567.984,final,Trading Hub Europe AggregatedConsumptionData
2023-02-17,2733.915,1412.674,1321.241,final,Trading Hub Europe AggregatedConsumptionData
2023-02-18,2492.080,1291.390,1200.689,final,Trading Hub Europe AggregatedConsumptionData
2023-02-19,2591.963,1308.512,1283.451,final,Trading Hub Europe AggregatedConsumptionData
2023-02-20,2725.735,1300.530,1425.206,final,Trading Hub Europe AggregatedConsumptionData
2023-02-21,2914.199,1313.166,1601.033,final,Trading Hub Europe AggregatedConsumptionData
2023-02-22,2921.137,1306.475,1614.662,final,Trading Hub Europe AggregatedConsumptionData
2023-02-23,2993.740,1344.996,1648.744,final,Trading Hub Europe AggregatedConsumptionData
2023-02-24,3082.025,1516.701,1565.324,final,Trading Hub Europe AggregatedConsumptionData
2023-02-25,3177.295,1729.077,1448.218,final,Trading Hub Europe AggregatedConsumptionData
2023-02-26,3542.760,1979.594,1563.166,final,Trading Hub Europe AggregatedConsumptionData
2023-02-27,4124.762,2160.596,1964.166,final,Trading Hub Europe AggregatedConsumptionData
2023-02-28,4138.524,2194.594,1943.930,final,Trading Hub Europe AggregatedConsumptionData
2023-03-01,4010.260,2125.372,1884.887,final,Trading Hub Europe AggregatedConsumptionData
2023-03-02,3891.045,2016.513,1874.532,final,Trading Hub Europe AggregatedConsumptionData
2023-03-03,3742.952,1934.969,1807.983,final,Trading Hub Europe AggregatedConsumptionData
2023-03-04,3365.913,1841.925,1523.988,final,Trading Hub Europe AggregatedConsumptionData
2023-03-05,3502.718,1916.401,1586.318,final,Trading Hub Europe AggregatedConsumptionData
2023-03-06,3814.698,1955.014,1859.685,final,Trading Hub Europe AggregatedConsumptionData
2023-03-07,3718.365,1930.906,1787.459,final,Trading Hub Europe AggregatedConsumptionData
2023-03-08,3840.845,1928.833,1912.013,final,Trading Hub Europe AggregatedConsumptionData
2023-03-09,3533.221,1776.650,1756.571,final,Trading Hub Europe AggregatedConsumptionData
2023-03-10,3308.698,1682.622,1626.077,final,Trading Hub Europe AggregatedConsumptionData
2023-03-11,3340.283,1821.398,1518.886,final,Trading Hub Europe AggregatedConsumptionData
2023-03-12,3154.419,1767.775,1386.645,final,Trading Hub Europe AggregatedConsumptionData
2023-03-13,2704.164,1348.858,1355.306,final,Trading Hub Europe AggregatedConsumptionData
2023-03-14,2942.842,1398.806,1544.036,final,Trading Hub Europe AggregatedConsumptionData
2023-03-15,3325.903,1575.332,1750.571,final,Trading Hub Europe AggregatedConsumptionData
2023-03-16,3126.273,1574.047,1552.226,final,Trading Hub Europe AggregatedConsumptionData
2023-03-17,2692.930,1336.598,1356.331,final,Trading Hub Europe AggregatedConsumptionData
2023-03-18,2207.481,1099.468,1108.013,final,Trading Hub Europe AggregatedConsumptionData
2023-03-19,2187.359,1023.079,1164.280,final,Trading Hub Europe AggregatedConsumptionData
2023-03-20,2545.569,1063.675,1481.893,final,Trading Hub Europe AggregatedConsumptionData
2023-03-21,2470.890,1054.750,1416.141,final,Trading Hub Europe AggregatedConsumptionData
2023-03-22,2262.466,988.117,1274.349,final,Trading Hub Europe AggregatedConsumptionData
2023-03-23,2166.291,896.416,1269.875,final,Trading Hub Europe AggregatedConsumptionData
2023-03-24,2099.605,856.891,1242.715,final,Trading Hub Europe AggregatedConsumptionData
2023-03-25,1962.882,942.508,1020.375,final,Trading Hub Europe AggregatedConsumptionData
2023-03-26,2329.124,1154.443,1174.680,final,Trading Hub Europe AggregatedConsumptionData
2023-03-27,3024.211,1494.441,1529.770,final,Trading Hub Europe AggregatedConsumptionData
2023-03-28,3194.846,1609.343,1585.502,final,Trading Hub Europe AggregatedConsumptionData
2023-03-29,2841.164,1370.206,1470.959,final,Trading Hub Europe AggregatedConsumptionData
2023-03-30,2398.866,1080.909,1317.956,final,Trading Hub Europe AggregatedConsumptionData
2023-03-31,2312.005,1006.054,1305.951,final,Trading Hub Europe AggregatedConsumptionData
2023-04-01,2205.211,1082.763,1122.448,final,Trading Hub Europe AggregatedConsumptionData
2023-04-02,2576.015,1276.473,1299.542,final,Trading Hub Europe AggregatedConsumptionData
2023-04-03,3175.946,1523.364,1652.582,final,Trading Hub Europe AggregatedConsumptionData
2023-04-04,3382.487,1704.020,1678.467,final,Trading Hub Europe AggregatedConsumptionData
2023-04-05,3348.944,1720.372,1628.571,final,Trading Hub Europe AggregatedConsumptionData
2023-04-06,2983.965,1560.936,1423.030,final,Trading Hub Europe AggregatedConsumptionData
2023-04-07,2600.190,1384.328,1215.862,final,Trading Hub Europe AggregatedConsumptionData
2023-04-08,2466.609,1262.718,1203.890,final,Trading Hub Europe AggregatedConsumptionData
2023-04-09,2221.682,1149.556,1072.126,final,Trading Hub Europe AggregatedConsumptionData
2023-04-10,2049.700,1011.513,1038.187,final,Trading Hub Europe AggregatedConsumptionData
2023-04-11,2392.412,1031.312,1361.101,final,Trading Hub Europe AggregatedConsumptionData
2023-04-12,2463.736,1067.318,1396.417,final,Trading Hub Europe AggregatedConsumptionData
2023-04-13,2582.668,1140.665,1442.002,final,Trading Hub Europe AggregatedConsumptionData
2023-04-14,2582.113,1162.806,1419.307,final,Trading Hub Europe AggregatedConsumptionData
2023-04-15,2338.800,1137.164,1201.636,final,Trading Hub Europe AggregatedConsumptionData
2023-04-16,2345.697,1098.284,1247.413,final,Trading Hub Europe AggregatedConsumptionData
2023-04-17,2558.754,1094.385,1464.369,final,Trading Hub Europe AggregatedConsumptionData
2023-04-18,2475.777,1047.943,1427.834,final,Trading Hub Europe AggregatedConsumptionData
2023-04-19,2481.166,1066.282,1414.884,final,Trading Hub Europe AggregatedConsumptionData
2023-04-20,2581.181,1127.615,1453.566,final,Trading Hub Europe AggregatedConsumptionData
2023-04-21,2137.722,892.397,1245.325,final,Trading Hub Europe AggregatedConsumptionData
2023-04-22,1723.218,718.935,1004.283,final,Trading Hub Europe AggregatedConsumptionData
